student_id,topic_id,mean hesitation,std hesitation,mean conf,std conf,grammar point,words,unique word (%),% rare words,have transcript,IELTS speaking score,,
019,06,0.1712158733,0.3261772833,0.9667888838,0.1076090719,100,782,33,22,,60,,
019,07,0.1832195021,0.3490878145,0.9716204034,0.0965051188,69,179,55,24,,60,,
019,07,0.1723169469,0.3478483348,0.9671360655,0.09407010664,100,507,40,16,,60,,
019,18,0.1374290378,0.265518138,0.9677684075,0.1048226078,97,217,48,15,,60,,
021,03,0.5368165426,0.8550618057,0.8130309624,0.2188558198,100,696,40,21,,65,,
021,12,0.486009015,0.7906594531,0.8221327712,0.2156668957,99,789,40,21,,65,,
021,14,0.5036380864,0.7513687541,0.8144345615,0.2030849096,79,185,56,17,,65,,
021,14,0.416311941,0.6331808856,0.8217795184,0.2023027604,98,231,47,13,,65,,
021,17,0.5033814052,0.7548708019,0.8405211026,0.1849593215,91,102,68,17,,65,,
021,17,0.456542774,0.7458435753,0.8226150544,0.2038745015,88,113,63,11,,65,,
022,11,0.13244,0.302925,0.965987,0.101328,81,126,62,12,,50,,
022,15,0.116298,0.202939,0.952147,0.133962,88,141,62,16,,50,,
022,17,0.1637458646,0.2884924586,0.946982342,0.1303257876,99,196,62,16,,50,,
023,07,0.8969842739,1.021865598,0.7325899365,0.2444370295,99,362,51,19,,60,,
023,08,0.7731805772,0.9740037593,0.7697307015,0.2250761544,99,239,57,23,,60,,
024,07,0.094916,0.199467,0.925419,0.162284,,,,,,50,,
024,11,0.104679,0.188901,0.933585,0.148396,86,138,57,9,,50,,
024,12,0.103025,0.216463,0.951397,0.128058,81,116,59,10,,50,,
024,16,0.102553,0.20642,0.926038,0.150819,78,36,94,9,,50,,
024,16,0.08304410204,0.1772514035,0.9391249309,0.1441025401,86,138,59,0,,50,,
024,16,0.1025471066,0.2067220814,0.9246791768,0.1517168105,89,159,51,12,,50,,
024,16,0.09638042424,0.1999237421,0.9255050431,0.161129079,81,116,59,10,,50,,
025,11,0.2073020183,0.4388173797,0.9296854188,0.1576902859,87,427,48,24,,65,,
025,14,0.1077560216,0.2886318374,0.9450270214,0.1432577306,95,40,78,16,,65,,
025,14,0.2586859211,0.4776674207,0.8827763846,0.160449024,90,82,61,12,,65,,
026,02,0.2080259272,0.3491883897,0.9388315835,0.1384474619,99,350,50,18,,50,,
026,07,0.1927165242,0.3120504417,0.9197344699,0.1718353688,53,214,60,21,,50,,
026,09,0.2137665333,0.3823900908,0.9514204961,0.1243283892,85,217,54,17,,50,,
026,10,0.1499142488,0.3219408956,0.9289434905,0.1510877334,96,198,59,15,,50,,
026,12,0.1821352203,0.1821352203,0.9295056236,0.1582728573,93,126,69,15,,50,,
026,14,0.223688369,0.4370431534,0.9287383773,0.1528857202,89,329,51,20,,50,,
026,16,0.172243008,0.3380405579,0.947936772,0.1255850812,99,229,52,13,,50,,
027,02,0.2423217524,0.4041803928,0.9187428077,0.1584861925,99,214,54,18,,50,,
027,06,0.3865756798,0.6710484864,0.8675479755,0.1869564447,84,128,69,20,,50,,
027,09,0.2809654739,0.4332024896,0.9119690228,0.1625687119,98,186,64,12,,50,,
027,11,0.3369357035,0.5541686333,0.9481642312,0.1337868572,94,75,75,7,,50,,
027,16,0.3866089266,0.5857691385,0.88938875,0.1834940602,96,57,82,17,,50,,
027,16,0.1694784096,0.3310129708,0.9233514167,0.1516821453,98,214,48,12,,50,,
027,21,0.2075644397,0.3725130414,0.8810849859,0.1860524826,92,75,79,17,,50,,
028,06,0.104545381,0.2253489364,0.1857389016,0.1857389016,91,112,74,18,,45,,
028,07,0.1314647333,0.2658012802,0.9385669147,0.1373130941,88,122,73,16,,45,,
029,02,1.406861114,1.506427371,0.7028245545,0.2476047652,99,365,46,21,,50,,
029,03,1.723826159,1.723826159,0.2268413233,0.2268413233,97,345,54,22,,50,,
029,08,1.412071956,1.509396168,0.7058577739,0.2565148887,95,201,53,17,,50,,
029,09,1.80289115,1.696036409,0.6528147778,0.2473636041,54,206,55,19,,50,,
029,11,1.870386409,1.92508,0.6478832793,0.2458111795,100,220,57,14,,50,,
029,12,2.036572548,1.90531539,0.6827485106,0.26244651,85,154,58,21,,50,,
029,12,2.014516541,1.887465399,0.6556964767,0.2447510804,85,153,73,20,,50,,
029,13,2.017276938,2.169473396,0.6919584602,0.2544222914,98,298,61,27,,50,,
029,14,1.242574356,1.479063618,0.7403338913,0.2433803632,82,46,72,18,,50,,
029,14,1.705156719,1.830507724,0.7835040606,0.2491469581,99,51,78,15,,50,,
029,14,1.366233317,1.44978648,0.6656561429,0.2762693282,100,34,74,32,,50,,
029,14,0.712446,1.378436503,0.712446,0.2445375354,99,58,72,5,,50,,
029,14,1.079333289,1.064057866,0.7200838043,0.2474271771,89,85,66,14,,50,,
029,14,1.776069297,1.370548553,0.7652513684,0.2747743258,92,62,79,18,,50,,
029,14,1.051317152,1.013143042,0.7378526809,0.2031345924,81,71,65,17,,50,,
029,14,1.732555033,1.65070024,0.6822760323,0.2589203859,84,59,75,14,,50,,
029,15,1.273945791,1.283221176,0.7581870787,0.2404779345,88,320,55,26,,50,,
029,16,2.592081011,2.861218247,0.6547267174,0.2541406015,100,206,53,12,,50,,
029,21,1.654563339,2.075211998,0.6845493966,0.2211992471,69,214,61,19,,50,,
030,01,0.946886125,1.069830002,0.6950986301,0.2136398983,,,,,,45,too short,
030,01,1.179608756,1.142735751,0.6482020476,0.2475711423,79,82,73,18,,45,,
030,01,1.156941882,1.338061832,0.5953099714,0.2133228956,89,35,89,32,,45,,
030,01,1.663900146,3.131514718,0.6676325,0.2464745634,97,48,88,14,,45,,
030,07,1.101272808,1.216348995,0.659211876,0.2403311526,77,96,66,10,,45,,
030,12,0.2293428662,0.3630414433,0.9190539114,0.1680701701,86,56,70,23,,45,,
030,14,0.1327597027,0.2525489918,0.9129341579,0.1726682847,,,,,,45,too short ,
030,14,0.1546037647,0.2289492583,0.8923106667,0.1824949241,,,,,,45,too short ,
030,14,0.12345784,0.2340864149,0.8659539231,0.214052009,,,,,,45,too short ,
032,07,0.093864,0.193833,0.946014,0.140054,97,266,55,20,,50,,
032,10,0.054207,0.10639,0.978177,0.072013,97,202,58,14,,50,,
033,06,0.066291,0.165755,0.974028,0.101013,80,115,65,29,,50,,
033,10,0.074837,0.211941,0.974128,0.085243,81,135,64,22,,50,,
033,18,0.09673,0.20525,0.939483,0.14134,94,166,71,16,,50,,
034,16,0.063282,0.161135,0.978258,0.080413,97,70,76,9,,60,,
034,06,0.102902,0.207659,0.975803,0.111155,82,86,67,21,,60,,
034,07,0.087393,0.22234,0.975317,0.096708,77,179,53,21,,60,,
034,10,0.083304,0.23018,0.965639,0.108761,95,217,50,16,,60,,
034,18,0.096067,0.226926,0.959161,0.10714,87,134,63,24,,60,,
035,06,0.082044,0.197477,0.957794,0.126514,59,171,58,18,,50,,
035,07,0.073116,0.176581,0.957918,0.096163,88,164,65,17,,50,,
035,18,0.098155,0.200134,0.93379,0.149563,63,171,61,15,,50,,
036,07,0.073115,0.176581,0.962465,0.092683,99,223,54,17,,60,,
036,18,0.079671,0.200051,0.960757,0.098976,99,201,61,16,,60,,
036,21,0.066962,0.193946,0.984054,0.063428,87,166,65,28,,60,,
036,10,0.063544,0.178812,0.966951,0.108898,86,127,59,23,,60,,
038,06,0.162391,0.268054,0.968376,0.099418,88,137,64,16,,65,,
038,07,0.076929,0.142245,0.960151,0.117487,84,140,65,16,,65,,
038,07,0.104367,0.247185,0.967607,0.101145,68,115,66,24,,65,,
038,14,0.127207,0.259621,0.938501,0.140311,96,152,64,21,,65,,
038,18,0.190421,0.293469,0.948794,0.135941,72,100,71,8,,65,,
038,18,0.177886,0.273727,0.951473,0.137414,89,176,59,16,,65,,
038,18,0.071692,0.180751,0.961514,0.099358,87,89,73,22,,65,,
039,02,0.1229572351,0.2878411061,0.9373464301,0.1436187241,,,,,,55,lack of audio,
039,02,0.1198648214,0.2131414109,0.09223581487,0.09223581487,,,,,,55,lack of audio,
039,02,0.1491983556,0.2995645134,0.9372053425,0.1396583462,,,,,,55,lack of audio,
039,03,0.1196805879,0.2560543436,0.9496512459,0.113253602,,,,,,55,lack of audio,
039,05,0.107413993,0.4669813165,0.9374237083,0.1472236164,,,,,,55,lack of audio,
039,07,0.2365080468,0.4459374547,0.9341525241,0.1483942976,,,,,,55,lack of audio,
039,14,0.2237007727,0.4001536281,0.9222059435,0.1465110271,100,456,46,22,,55,,
039,14,0.2333448517,0.4184370083,0.922635868,0.1609532399,80,143,57,20,,55,,
039,16,0.2366274778,0.469036828,0.9430742038,0.1407616231,100,648,41,22,,55,,
040,12,1.493228909,1.493228909,0.8318338235,0.226210262,,,,,,55,too short,CANNOT extract full text of audio
040,12,2.031261769,2.172507461,0.5768352143,0.2733891952,,,,,,55,too short,CANNOT extract full text of audio
040,12,2.2022932,1.33019227,0.825611125,0.2448782454,,,,,,55,too short,CANNOT extract full text of audio
040,12,1.170423333,1.518324846,0.88775225,0.2244955,,,,,,55,too short,CANNOT extract full text of audio
040,12,1.034283286,0.9025876858,0.907859375,0.2085539526,,,,,,55,too short,CANNOT extract full text of audio
040,12,2.041606067,1.746609805,0.5287849375,0.2699784599,,,,,,55,too short,CANNOT extract full text of audio
040,12,2.33343825,0.8718217341,0.7637708,0.2261302375,,,,,,55,too short,CANNOT extract full text of audio
040,14,0.8901134615,0.6768927623,0.8806558571,0.2008161037,,,,,,55,too short,CANNOT extract full text of audio
040,14,0.985812875,0.9304982718,0.77431676,0.2295534381,,,,,,55,too short,CANNOT extract full text of audio
040,14,1.109225811,1.037554777,0.7269724737,0.2605997503,,,,,,55,too short,CANNOT extract full text of audio
040,14,2.728537944,2.788826367,0.6141234324,0.2341858449,,,,,,55,too short,CANNOT extract full text of audio
040,14,1.547598182,1.423807986,0.7358780882,0.2513470862,,,,,,55,too short,CANNOT extract full text of audio
040,14,1.71116648,1.284973944,0.6720519615,0.3097112212,,,,,,55,too short,CANNOT extract full text of audio
040,14,2.006554964,1.818524308,0.6291046552,0.2584431357,,,,,,55,too short,CANNOT extract full text of audio
040,16,3.005572924,3.271975035,0.6779891,0.2322762152,,,,,,55,too short,CANNOT extract full text of audio
042,03,0.2191557021,0.3881550486,0.8936084424,0.1871092417,56,115,64,11,,40,,
042,06,0.1839451915,0.2810808781,0.8700143151,0.1902832945,94,56,71,18,,40,,
042,08,0.1619075576,0.2615743131,0.9066648444,0.1767575009,98,149,65,11,,40,,
042,08,0.1967757248,0.2884223678,0.8952449364,0.1730342319,85,83,70,10,,40,,
042,08,0.8852012735,0.1864079521,0.2383530776,0.4088021807,68,42,83,11,,40,,
042,08,0.160990728,0.2739464134,0.8888251032,0.1749294381,79,45,69,10,,40,,
042,08,0.1890122024,0.3266533403,0.9143024451,0.1694521744,79,51,76,23,,40,,
042,12,0.3169184981,0.1855059509,0.904850549,0.1645131823,92,110,63,10,,40,,
042,12,0.124307035,0.2246931233,0.9119617164,0.1665152403,90,84,69,5,,40,,
042,13,0.17540385,0.324312453,0.918857914,0.1618635084,92,77,75,16,,40,,
042,16,0.1864629633,0.3515319733,0.8810802259,0.1865109035,,,,,,40,too short,
042,18,0.1759796622,0.290256207,0.9230880314,0.1615002192,48,106,78,13,,40,,
042,18,0.1759946531,0.2662359824,0.8926587017,0.1791684232,83,81,75,13,,40,,
043,02,0.1267208645,0.313070127,0.9381960378,0.1384348462,99,345,50,21,,50,,
043,12,0.08358232832,0.1882774241,0.9348706475,0.143535467,98,349,48,13,,50,,
043,13,0.1125702156,0.2540956661,0.9139030623,0.1582111466,99,299,51,16,,50,,
043,18,0.1282046359,0.2934137122,0.9192439892,0.160741339,68,318,47,13,,50,,
044,03,3.625933135,2.892479339,0.5918290943,0.2331316138,68,163,66,15,,45,,
044,05,1.514619628,1.476832597,0.7267987158,0.2571019068,96,160,56,20,,45,,
044,11,2.467051286,1.678735867,0.643927,0.2716030948,59,205,57,23,,45,,
044,13,0.1448439185,0.2625180875,0.9410888216,0.1366589578,90,188,57,15,,45,,
044,16,1.818408902,1.734986952,0.6707091828,0.2755794686,100,248,51,20,,45,,
044,18,1.866945438,1.387703731,0.7145662432,0.2504811991,86,155,68,22,,45,,
046,09,0.2947640345,0.4978662953,0.9335712551,0.1457471107,81,453,41,19,,55,,
046,12,0.230105924,0.383419244,0.9322262035,0.1523040963,77,152,55,14,,55,,
046,12,0.185514652,0.3083334655,0.9397655463,0.1398619777,55,203,46,20,,55,,
046,18,0.1693061507,0.2858817995,0.9221355409,0.16135719,99,212,50,23,,55,,
047,03,2.523430645,2.508580751,0.6379454286,0.2668588557,72,173,62,17,,55,,
047,04,0.1147255862,0.2831609081,0.9503551136,0.123567424,78,81,74,15,,55,,
047,13,0.1098462148,0.2354981767,0.9057184133,0.1667799123,53,124,66,16,,55,,
047,18,0.1039037278,0.1979192708,0.9008646604,0.1746821003,62,126,61,13,,55,,
048,12,0.2469616139,0.535142823,0.9320236552,0.1447324464,95,198,51,21,,50,,
048,16,0.3462491778,0.7375325345,0.9434217403,0.1400885607,53,153,52,20,,50,,
048,17,2.162993162,2.954449794,0.64195104,0.2569551332,79,170,54,16,,50,,
049,02,0.1840659512,0.2960911687,0.9421399818,0.1322009422,87,159,65,20,,45,,
049,11,0.2641603439,0.4196761998,0.9517465886,0.1236974171,97,69,77,17,,45,,
049,12,0.1190329581,0.2162436663,0.9532920952,0.1255421132,95,163,66,16,,45,,
050,14,0.05193622222,0.09504828075,0.9772754909,0.08813079709,62,43,65,11,,55,,
050,14,0.05138222222,0.09401037291,0.9771712182,0.08827520598,78,40,73,31,,55,,
050,14,,,,,79,60,70,17,,55,,
050,14,,,,,84,46,89,15,,55,,
050,14,,,,,96,30,73,9,,55,,
050,10,0.08439937569,0.1670281209,0.9226309835,0.1524437913,77,171,64,21,,55,,
050,10,,,,,46,40,78,29,,55,,
050,10,,,,,96,39,87,15,,55,,
050,10,,,,,98,37,70,8,,55,,
050,9,0.07271871892,0.1454794882,0.9315659624,0.1444027646,69,184,64,25,,55,,
050,3,0.07790713453,0.1419903465,0.9399218393,0.1328756888,57,176,66,20,,55,,
050,3,0.07790928251,0.1419917243,0.9396116786,0.13388109,93,40,83,18,,55,,
050,3,,,,,95,32,91,21,,55,,
050,3,,,,,,,,,,55,too short,
050,2,0.09903389434,0.1907574003,0.9309060376,0.1480006786,78,53,79,21,,55,,
050,2,0.0744932,0.1171801477,0.9329282826,0.1243641516,73,43,86,16,,55,,
050,2,0.1481985484,0.2160993897,0.9545009375,0.151244829,82,62,76,26,,55,,
050,2,0.09903397358,0.1907573857,0.9301391128,0.1499301873,81,211,63,20,,55,,
050,7,0.1079842675,0.05855774,0.9140234118,0.1607777102,86,157,62,21,,55,,
050,7,0.06319148936,0.1105344012,0.9715653542,0.1015512525,92,64,80,24,,55,,
050,7,0.1030994208,0.2284657487,0.8937290654,0.1811655058,91,50,82,15,,55,,
050,15,0.1117168051,0.2133432318,0.9140600612,0.1639031439,77,38,92,14,,55,,
050,15,,,,,,,,,,55,too short,AU05015(3)
050,15,,,,,93,195,66,22,,55,,
050,17,0.07843096333,0.1524191707,0.9260033156,0.1601736006,99,274,62,24,,55,,
051,13,0.15612625,0.3232016514,0.9434400933,0.1277249841,,,,,,55,lack of audio,
051,03,0.1257543288,0.2800812787,0.9468482955,0.135804439,98,188,65,24,,55,,
051,03,0.1257543288,0.2800812787,0.9468482955,0.135804439,97,199,67,26,,55,,
052,14,0.4167954,0.5995058303,0.7822885686,0.221179463,100,37,89,9,,,,
052,14,0.3643406098,0.5158503676,0.768655747,0.2252204333,71,47,70,18,,,,
052,14,0.6997667632,0.7484862399,0.7458036667,0.2231298721,88,63,75,4,,,,
052,14,0.6463972143,0.7232287091,0.7498215814,0.2491991452,91,44,89,26,,,,
052,14,0.620489,0.7262151305,0.7228994,0.2098259938,99,64,72,15,,,,
053,02,0.1873063333,0.3436109566,0.9170250043,0.1639577728,79,75,68,18,,55,,
053,02,0.2204305611,0.3457847556,0.916320009,0.1656459784,97,62,74,15,,55,,
053,03,0.1695228204,0.2685241501,0.9247815976,0.1428455944,87,43,81,17,,55,,
053,03,0.2114136639,0.3808556052,0.9103041143,0.1698645475,,,,,,55,too short,
053,07,0.2211679699,0.3784180562,0.907907888,0.1630247508,82,85,79,10,,55,,
053,07,0.1601078683,0.2679416918,0.9167959959,0.1624104595,100,89,65,14,,55,,
053,09,0.1859338738,0.3121482572,0.9458563478,0.1361131957,97,77,69,9,,55,,
053,10,0.2378821646,0.3779791441,0.9080884057,0.1696316325,81,46,89,12,,55,,
053,11,0.2121817471,0.342558287,0.9428165965,0.13007734,65,35,80,29,,55,,
053,13,0.1742468688,0.2989641311,0.9077096532,0.1701445036,,,,,,55,lack of audio,
053,15,0.2379707533,0.3717161129,0.913370309,0.1616960762,96,46,74,9,,55,,
053,15,0.1742468688,0.2989641311,0.9077096532,0.1701445036,94,84,75,13,,55,,
053,17,0.2878176327,0.5205571018,0.84036732,0.201502536,,,,,,55,too short,
053,17,0.1524515042,0.3172881958,0.9348939212,0.5205571018,75,73,75,13,,55,,
054,14,0.1174242509,0.3949722776,0.9192205652,0.1600440033,98,220,53,17,,60,,
054,10,0.1144135031,0.3424126485,0.9510752709,0.1248772242,99,754,43,21,,60,,
054,9,0.1247282825,0.5140300267,0.9308241764,0.1496566061,98,525,46,19,,60,,
054,3,0.08758818605,0.2462162619,0.9459842973,0.1411322872,79,149,66,18,,60,,
054,17,0.9399834343,0.2989603816,0.9399834343,0.1531236721,95,135,73,26,,60,,
054,2,0.1765954726,0.4497677524,0.9225446211,0.1580672428,96,369,51,21,,60,,
054,7,0.1279065532,0.4175688489,0.9397051917,0.1398070881,99,274,57,18,,60,,
054,15,0.1076424135,0.3129030154,0.9364230889,0.1435578135,99,227,63,20,,60,,
055,14,0.05249329412,0.1316084628,0.95825725,0.1116676644,,,,,,55,too short,
055,14,0.0444867381,0.119604986,0.9562485349,0.1225925348,,,,,,55,too short,
055,14,0.05250215686,0.1316055065,0.9579808846,0.1127622022,,,,,,55,too short,
055,14,0.04448554762,0.1196054037,0.956870093,0.121351529,82,35,63,23,,55,,
055,10,0.08970209,0.2408497907,0.969849297,0.09342150825,,,,,,55,too short,
055,11,0.0581342381,0.1142227524,0.9469346512,0.1404388863,,,,,,55,too short,
055,10,0.0546902439,0.1301249666,0.9715330238,0.1069895941,,,,,,55,too short,
055,11,0.05412736364,0.1361655052,0.9818312667,0.06023224969,,,,,,55,too short,
055,9,0.07649640541,0.1780745048,0.9656142133,0.1079755758,54,65,69,20,,55,,
055,9,0.05423247727,0.1600856225,0.9658399551,0.1047916753,,,,,,55,too short,
055,9,0.04630609091,0.1186492114,0.9840607692,0.06512370724,,,,,,55,too short,
055,3,0.04666334043,0.1017840583,0.9557256042,0.1049324369,,,,,,55,too short,
055,3,0.0412375,0.1032132142,0.9439943556,0.1342368245,,,,,,55,too short,
055,3,0.03988293182,0.1031498086,0.9442744444,0.1334525498,,,,,,55,too short,
055,17,0.08987563636,0.1837021871,0.9312918315,0.1663912252,73,59,68,18,,55,,
055,15,0.07152869048,0.1444777393,0.9604066047,0.1097780699,,,,,,55,too short,
055,7,0.07711119753,0.1366930414,0.9693771829,0.09994377369,,,,,,55,too short,
055,7,0.2246481921,0.05343379412,0.9856146,0.08510517411,,,,,,55,too short,
055,15,0.1164107561,0.2935496546,0.9485018387,0.1321234685,,,,,,55,too short,
055,15,0.2185147719,0.08793693023,0.9469141445,0.2935496546,91,98,73,11,,55,,
057,03,0.1573956407,0.4690712006,0.9442351373,0.1344002598,95,259,59,18,,60,,
057,03,0.1265464981,0.2356793646,0.9553308444,0.1248766691,95,307,52,18,,60,,
057,09,0.1106827785,0.2184838943,0.9370797331,0.1413650429,98,219,58,20,,60,,
057,09,0.1617997826,0.3653072756,0.93073192,0.1568621098,82,252,55,22,,60,,
057,10,0.1513819593,0.2915714793,0.9432515838,0.13385498,84,176,66,24,,60,,
057,11,0.1482379822,0.3115409097,0.952764646,0.121633315,55,180,58,17,,60,,
057,14,0.1356714109,0.3320056955,0.9451984881,0.1334083767,100,383,52,18,,60,,
057,17,0.2765744487,0.4201555955,0.9352291646,0.152589402,73,66,74,24,,60,,
057,17,0.09872545778,0.1926026911,0.9387303717,0.1482897634,98,211,49,12,,60,,
102,6,1.368709611,1.713657407,0.7240377912,0.2454059162,95,183,60,17,,65,,
102,14,1.184985483,1.119353018,0.7223950168,0.2402166718,90,182,59,22,,65,,
102,5,1.427907412,1.714041587,0.6767072083,0.2402780639,76,188,57,16,,65,,
102,4,1.465126574,1.58510182,0.685207156,0.24648565,99,196,55,21,,65,,
102,2,1.776895286,1.938687951,0.6254631493,0.2405373026,99,266,49,18,,65,,
102,2,1.546516846,1.702888331,0.7110247107,0.2390625681,100,445,49,28,,65,,
102,16,1.309946982,1.470761996,0.6878019381,0.2561556545,89,487,43,22,,65,,
102,16,1.419127141,1.621176478,0.7111518624,0.2430992687,86,182,59,16,,65,,
102,2,1.628331386,1.461882054,0.6800625,0.2526355871,86,150,58,20,,65,,
102,2,1.385146341,1.443960034,0.6885089186,0.2447261942,99,321,52,17,,65,,
102,20,2.12119409,1.895067727,0.6530161348,0.2508629803,82,547,44,25,,65,,
103,14,0.2136960395,0.4088592493,0.9654822876,0.1077459912,100,402,44,20,,55,,
103,5,0.182001135,0.3322515007,0.9692992855,0.1065212654,96,505,38,22,,55,,
103,2,0.2676684706,0.4946251773,0.961295184,0.119163255,100,636,35,22,,55,,
103,2,0.2199977834,0.4191590518,0.9715156334,0.09927899704,98,193,58,20,,55,,
103,16,0.2128201765,0.3950386341,0.9767962623,0.08505705211,99,223,52,16,,55,,
103,1,0.2411335984,0.4390646992,0.9747750584,0.09512302436,98,338,40,13,,55,,
103,20,0.233934553,0.4367768037,0.9767691139,0.09242785214,99,257,49,20,,55,,
105,16,0.2190186051,0.3383901119,0.9447644184,0.1292963455,47,91,71,17,,55,,
105,16,0.2722068583,0.4367095741,0.9519170847,0.3383901119,69,88,75,9,,55,,
106,6,0.1546727018,0.308678781,0.9291338348,0.1579027025,85,119,64,21,,60,,
106,14,0.2505436512,0.4654415905,0.9510486769,0.1239060678,51,93,66,20,,60,,
106,5,0.2066326905,0.3174324746,0.9514372779,0.1308456196,96,370,46,16,,60,,
106,2,0.218919407,0.3327325121,0.9221145434,0.1636961201,99,260,51,17,,60,,
106,2,0.2446162136,0.3595770087,0.9431338955,0.1353058717,78,147,53,24,,60,,
106,2,0.2940356625,0.4557557122,0.9371441118,0.1505509343,99,438,46,27,,60,,
106,2,0.2100762463,0.3123821636,0.9486007457,0.1324012287,99,306,55,20,,60,,
106,16,0.400871661,0.2810717443,0.9391796129,0.1446443064,99,268,54,18,,60,,
106,16,0.1546086938,0.2945708915,0.9532500667,0.1326269808,68,196,54,23,,60,,
106,16,0.2409167574,0.3474457989,0.9381627381,0.143253651,98,511,43,21,,60,,
106,2,0.2326484336,0.3544214761,0.9518493868,0.1277271958,86,136,58,15,,60,,
106,2,0.2108887262,0.4060919997,0.9354854303,0.1435512553,100,412,46,22,,60,,
106,1,0.1748930912,0.2925376087,0.9544437623,0.1175401138,100,565,44,19,,60,,
106,20,0.189755858,0.3340175044,0.9397310303,0.1377622487,100,587,49,25,,60,,
107,4,0.2311988852,0.3952511459,0.9440032205,0.133314551,96,541,42,21,,55,,
107,18,0.2300937864,0.3739985691,0.9485667262,0.1344032494,99,609,44,25,,55,,
108,14,0.2986432285,0.4587880288,0.9309274016,0.1551323981,100,430,45,22,,50,,
108,4,0.1881659025,0.319206355,0.9622432023,0.1148052356,100,509,47,22,,50,,
108,2,0.2362962383,0.3799201911,0.9263400722,0.1556947688,72,171,65,14,,50,,
108,18,0.1749480677,0.2926072904,0.9306010984,0.1507906508,88,192,53,15,,50,,
108,2,0.2389734561,0.3696061435,0.9370156977,0.1507202787,92,152,68,16,,50,,
108,16,0.1843641865,0.3316918134,0.9454320155,0.1262872546,79,175,66,22,,50,,
108,16,0.3663648634,0.5401369141,0.911753293,0.1695831693,100,397,44,19,,50,,
108,2,0.1749480677,0.2926072904,0.9306010984,0.1507906508,87,162,73,22,,50,,
109,14,0.184713958,0.4309561811,0.9641896247,0.1122974249,99,277,49,21,,65,,
109,14,0.14274945,0.3391739318,0.9646725364,0.1050994418,100,439,47,21,,65,,
109,14,0.1849864397,0.4366107525,0.975638364,0.0931503402,99,216,49,15,,65,,
